source,target,weight
BK09,BK09,7455
BK09,BK32,84
BK09,BK33,14569
BK09,BK35,156
BK09,BK37,3787
BK09,BK38,16276
BK09,BK60,102
BK09,BK61,374
BK09,BK63,47
BK09,BK64,775
BK09,BK68,2917
BK09,BK69,1036
BK09,BK72,42
BK09,BK73,882
BK09,BK75,547
BK09,BK76,116
BK09,BK78,38
BK09,BK90,115
BK09,MN03,2
BK09,MN09,1
BK09,MN11,3
BK09,MN12,15
BK09,MN13,601
BK09,MN14,26
BK09,MN15,114
BK09,MN17,322
BK09,MN19,150
BK09,MN20,297
BK09,MN21,100
BK09,MN22,402
BK09,MN23,604
BK09,MN24,2605
BK09,MN25,1237
BK09,MN27,837
BK09,MN28,170
BK09,MN31,61
BK09,MN32,11
BK09,MN33,1
BK09,MN34,2
BK09,MN40,15
BK09,MN50,44
BK09,QN31,30
BK09,QN68,11
BK09,QN70,6
BK09,QN71,2
BK09,QN72,2
BK32,BK32,207
BK32,BK33,549
BK32,BK35,25
BK32,BK37,1544
BK32,BK38,319
BK32,BK60,42
BK32,BK61,101
BK32,BK63,16
BK32,BK64,111
BK32,BK68,204
BK32,BK69,181
BK32,BK72,7
BK32,BK73,49
BK32,BK75,58
BK32,BK76,31
BK32,BK78,6
BK32,BK90,8
BK32,MN09,1
BK32,MN11,4
BK32,MN12,1
BK32,MN13,6
BK32,MN14,2
BK32,MN15,2
BK32,MN17,5
BK32,MN19,1
BK32,MN20,4
BK32,MN21,2
BK32,MN22,12
BK32,MN23,13
BK32,MN24,32
BK32,MN25,32
BK32,MN27,38
BK32,MN28,6
BK32,MN31,1
BK32,MN32,3
BK32,MN50,1
BK32,QN70,1
BK33,BK33,20025
BK33,BK35,226
BK33,BK37,12332
BK33,BK38,21162
BK33,BK60,219
BK33,BK61,706
BK33,BK63,98
BK33,BK64,1200
BK33,BK68,2465
BK33,BK69,803
BK33,BK72,26
BK33,BK73,702
BK33,BK75,372
BK33,BK76,134
BK33,BK78,43
BK33,BK90,126
BK33,MN09,1
BK33,MN12,8
BK33,MN13,512
BK33,MN14,12
BK33,MN15,46
BK33,MN17,164
BK33,MN19,130
BK33,MN20,205
BK33,MN21,66
BK33,MN22,450
BK33,MN23,641
BK33,MN24,1544
BK33,MN25,942
BK33,MN27,620
BK33,MN28,165
BK33,MN31,15
BK33,MN32,4
BK33,MN33,1
BK33,MN40,18
BK33,MN50,34
BK33,QN31,21
BK33,QN68,8
BK33,QN70,4
BK33,QN71,1
BK33,QN72,1
BK35,BK35,1577
BK35,BK37,626
BK35,BK38,1069
BK35,BK60,164
BK35,BK61,1377
BK35,BK63,58
BK35,BK64,499
BK35,BK68,1333
BK35,BK69,1433
BK35,BK72,210
BK35,BK73,1479
BK35,BK75,4443
BK35,BK76,408
BK35,BK78,412
BK35,BK90,808
BK35,MN09,3
BK35,MN11,1
BK35,MN12,4
BK35,MN13,128
BK35,MN14,6
BK35,MN15,11
BK35,MN17,47
BK35,MN19,32
BK35,MN20,55
BK35,MN21,48
BK35,MN22,143
BK35,MN23,202
BK35,MN24,210
BK35,MN25,93
BK35,MN27,303
BK35,MN28,103
BK35,MN31,2
BK35,MN32,4
BK35,MN33,1
BK35,MN40,3
BK35,MN50,18
BK35,QN31,61
BK35,QN68,78
BK35,QN70,40
BK35,QN72,6
BK37,BK37,34860
BK37,BK38,14867
BK37,BK60,1840
BK37,BK61,3751
BK37,BK63,784
BK37,BK64,10332
BK37,BK68,7916
BK37,BK69,3775
BK37,BK72,63
BK37,BK73,1438
BK37,BK75,1786
BK37,BK76,275
BK37,BK78,143
BK37,BK90,343
BK37,MN09,2
BK37,MN11,1
BK37,MN12,6
BK37,MN13,849
BK37,MN14,18
BK37,MN15,94
BK37,MN17,330
BK37,MN19,73
BK37,MN20,313
BK37,MN21,116
BK37,MN22,395
BK37,MN23,745
BK37,MN24,1800
BK37,MN25,1186
BK37,MN27,935
BK37,MN28,233
BK37,MN31,25
BK37,MN32,1
BK37,MN33,2
BK37,MN40,10
BK37,MN50,121
BK37,QN31,74
BK37,QN68,11
BK37,QN70,19
BK37,QN71,3
BK37,QN72,8
BK38,BK38,21805
BK38,BK60,476
BK38,BK61,2175
BK38,BK63,225
BK38,BK64,3860
BK38,BK68,18443
BK38,BK69,6681
BK38,BK72,203
BK38,BK73,5699
BK38,BK75,3239
BK38,BK76,1026
BK38,BK78,294
BK38,BK90,1106
BK38,MN03,2
BK38,MN09,9
BK38,MN11,5
BK38,MN12,32
BK38,MN13,2084
BK38,MN14,70
BK38,MN15,227
BK38,MN17,950
BK38,MN19,518
BK38,MN20,1288
BK38,MN21,459
BK38,MN22,1869
BK38,MN23,2139
BK38,MN24,9510
BK38,MN25,4188
BK38,MN27,5241
BK38,MN28,1185
BK38,MN31,101
BK38,MN32,24
BK38,MN33,5
BK38,MN34,6
BK38,MN40,53
BK38,MN50,229
BK38,QN31,255
BK38,QN68,54
BK38,QN70,63
BK38,QN71,32
BK38,QN72,5
BK60,BK60,596
BK60,BK61,708
BK60,BK63,410
BK60,BK64,618
BK60,BK68,370
BK60,BK69,320
BK60,BK72,13
BK60,BK73,268
BK60,BK75,378
BK60,BK76,50
BK60,BK78,16
BK60,BK90,61
BK60,MN03,2
BK60,MN09,1
BK60,MN11,1
BK60,MN12,1
BK60,MN13,17
BK60,MN17,15
BK60,MN19,1
BK60,MN20,8
BK60,MN21,8
BK60,MN22,38
BK60,MN23,60
BK60,MN24,121
BK60,MN25,65
BK60,MN27,73
BK60,MN28,35
BK60,MN31,1
BK60,MN50,1
BK60,QN31,18
BK60,QN68,2
BK60,QN70,2
BK60,QN72,2
BK61,BK61,2631
BK61,BK63,734
BK61,BK64,3100
BK61,BK68,1753
BK61,BK69,2273
BK61,BK72,52
BK61,BK73,1121
BK61,BK75,2614
BK61,BK76,307
BK61,BK78,143
BK61,BK90,335
BK61,MN12,5
BK61,MN13,132
BK61,MN14,7
BK61,MN15,3
BK61,MN17,19
BK61,MN19,57
BK61,MN20,55
BK61,MN21,20
BK61,MN22,161
BK61,MN23,145
BK61,MN24,339
BK61,MN25,230
BK61,MN27,251
BK61,MN28,57
BK61,MN31,1
BK61,MN32,1
BK61,MN40,1
BK61,MN50,7
BK61,QN31,37
BK61,QN68,17
BK61,QN70,11
BK61,QN71,1
BK61,QN72,1
BK63,BK63,118
BK63,BK64,438
BK63,BK68,174
BK63,BK69,196
BK63,BK72,5
BK63,BK73,165
BK63,BK75,270
BK63,BK76,24
BK63,BK78,35
BK63,BK90,42
BK63,MN13,7
BK63,MN15,5
BK63,MN17,6
BK63,MN19,1
BK63,MN20,7
BK63,MN21,2
BK63,MN22,6
BK63,MN23,20
BK63,MN24,33
BK63,MN25,21
BK63,MN27,39
BK63,MN28,5
BK63,MN31,1
BK63,QN31,2
BK63,QN70,1
BK63,QN72,2
BK64,BK64,2874
BK64,BK68,3817
BK64,BK69,2980
BK64,BK72,43
BK64,BK73,1027
BK64,BK75,1274
BK64,BK76,204
BK64,BK78,78
BK64,BK90,167
BK64,MN12,5
BK64,MN13,170
BK64,MN14,2
BK64,MN15,8
BK64,MN17,116
BK64,MN19,50
BK64,MN20,81
BK64,MN21,23
BK64,MN22,144
BK64,MN23,197
BK64,MN24,687
BK64,MN25,277
BK64,MN27,316
BK64,MN28,79
BK64,MN31,2
BK64,MN32,2
BK64,MN34,1
BK64,MN40,7
BK64,MN50,22
BK64,QN31,47
BK64,QN68,24
BK64,QN70,4
BK64,QN71,1
BK64,QN72,2
BK68,BK68,16510
BK68,BK69,13906
BK68,BK72,317
BK68,BK73,4327
BK68,BK75,4628
BK68,BK76,945
BK68,BK78,340
BK68,BK90,840
BK68,MN03,1
BK68,MN09,4
BK68,MN11,1
BK68,MN12,18
BK68,MN13,647
BK68,MN14,17
BK68,MN15,35
BK68,MN17,263
BK68,MN19,101
BK68,MN20,372
BK68,MN21,175
BK68,MN22,480
BK68,MN23,749
BK68,MN24,1665
BK68,MN25,980
BK68,MN27,1732
BK68,MN28,366
BK68,MN31,27
BK68,MN32,9
BK68,MN33,2
BK68,MN40,20
BK68,MN50,77
BK68,QN31,198
BK68,QN68,26
BK68,QN70,37
BK68,QN71,9
BK68,QN72,2
BK69,BK69,4979
BK69,BK72,200
BK69,BK73,3361
BK69,BK75,5484
BK69,BK76,593
BK69,BK78,300
BK69,BK90,726
BK69,MN09,1
BK69,MN12,7
BK69,MN13,409
BK69,MN14,5
BK69,MN15,24
BK69,MN17,184
BK69,MN19,97
BK69,MN20,142
BK69,MN21,78
BK69,MN22,290
BK69,MN23,497
BK69,MN24,903
BK69,MN25,427
BK69,MN27,674
BK69,MN28,171
BK69,MN31,13
BK69,MN32,5
BK69,MN40,20
BK69,MN50,28
BK69,QN31,158
BK69,QN68,20
BK69,QN70,19
BK69,QN71,3
BK69,QN72,5
BK72,BK72,53
BK72,BK73,847
BK72,BK75,693
BK72,BK76,147
BK72,BK78,111
BK72,BK90,789
BK72,MN11,2
BK72,MN12,2
BK72,MN13,34
BK72,MN14,2
BK72,MN15,4
BK72,MN17,20
BK72,MN19,9
BK72,MN20,33
BK72,MN21,2
BK72,MN22,35
BK72,MN23,26
BK72,MN24,39
BK72,MN25,17
BK72,MN27,44
BK72,MN28,22
BK72,MN32,1
BK72,MN34,1
BK72,MN50,5
BK72,QN31,13
BK72,QN68,3
BK72,QN70,1
BK72,QN71,3
BK73,BK73,35724
BK73,BK75,4319
BK73,BK76,25276
BK73,BK78,1687
BK73,BK90,16232
BK73,MN03,3
BK73,MN06,1
BK73,MN09,16
BK73,MN11,8
BK73,MN12,46
BK73,MN13,2253
BK73,MN14,99
BK73,MN15,209
BK73,MN17,1194
BK73,MN19,692
BK73,MN20,1279
BK73,MN21,489
BK73,MN22,3402
BK73,MN23,2621
BK73,MN24,4959
BK73,MN25,2699
BK73,MN27,5587
BK73,MN28,3095
BK73,MN31,234
BK73,MN32,94
BK73,MN33,13
BK73,MN34,7
BK73,MN40,130
BK73,MN50,350
BK73,QN31,2715
BK73,QN68,536
BK73,QN70,403
BK73,QN71,95
BK73,QN72,68
BK75,BK75,6758
BK75,BK76,698
BK75,BK78,862
BK75,BK90,2069
BK75,MN03,2
BK75,MN09,3
BK75,MN11,2
BK75,MN12,6
BK75,MN13,247
BK75,MN14,3
BK75,MN15,9
BK75,MN17,130
BK75,MN19,57
BK75,MN20,137
BK75,MN21,41
BK75,MN22,417
BK75,MN23,425
BK75,MN24,609
BK75,MN25,243
BK75,MN27,593
BK75,MN28,201
BK75,MN31,17
BK75,MN32,16
BK75,MN33,1
BK75,MN34,2
BK75,MN40,14
BK75,MN50,29
BK75,QN31,204
BK75,QN68,50
BK75,QN70,19
BK75,QN71,2
BK75,QN72,4
BK76,BK76,11345
BK76,BK78,472
BK76,BK90,6017
BK76,MN03,2
BK76,MN09,2
BK76,MN11,9
BK76,MN12,30
BK76,MN13,401
BK76,MN14,69
BK76,MN15,37
BK76,MN17,229
BK76,MN19,403
BK76,MN20,212
BK76,MN21,68
BK76,MN22,486
BK76,MN23,435
BK76,MN24,948
BK76,MN25,638
BK76,MN27,732
BK76,MN28,490
BK76,MN31,218
BK76,MN32,52
BK76,MN33,17
BK76,MN34,7
BK76,MN40,65
BK76,MN50,54
BK76,QN31,7242
BK76,QN68,591
BK76,QN70,485
BK76,QN71,116
BK76,QN72,101
BK78,BK78,289
BK78,BK90,1296
BK78,MN06,1
BK78,MN12,1
BK78,MN13,90
BK78,MN14,8
BK78,MN15,3
BK78,MN17,29
BK78,MN19,16
BK78,MN20,27
BK78,MN21,18
BK78,MN22,135
BK78,MN23,161
BK78,MN24,146
BK78,MN25,64
BK78,MN27,200
BK78,MN28,107
BK78,MN31,8
BK78,MN32,6
BK78,MN40,4
BK78,MN50,13
BK78,QN31,52
BK78,QN68,16
BK78,QN70,27
BK78,QN71,2
BK78,QN72,5
BK90,BK90,5625
BK90,MN06,2
BK90,MN09,1
BK90,MN11,1
BK90,MN12,5
BK90,MN13,452
BK90,MN14,22
BK90,MN15,29
BK90,MN17,202
BK90,MN19,74
BK90,MN20,300
BK90,MN21,105
BK90,MN22,641
BK90,MN23,668
BK90,MN24,965
BK90,MN25,544
BK90,MN27,819
BK90,MN28,459
BK90,MN31,55
BK90,MN32,14
BK90,MN34,2
BK90,MN40,12
BK90,MN50,44
BK90,QN31,615
BK90,QN68,89
BK90,QN70,102
BK90,QN71,11
BK90,QN72,15
MN03,MN03,966
MN03,MN06,89
MN03,MN09,1192
MN03,MN11,3068
MN03,MN12,933
MN03,MN13,264
MN03,MN14,392
MN03,MN15,124
MN03,MN17,339
MN03,MN19,107
MN03,MN20,78
MN03,MN21,6
MN03,MN22,10
MN03,MN23,64
MN03,MN24,51
MN03,MN25,9
MN03,MN27,9
MN03,MN28,3
MN03,MN31,147
MN03,MN32,237
MN03,MN33,551
MN03,MN34,2099
MN03,MN40,349
MN03,MN50,12
MN03,QN31,9
MN03,QN68,19
MN03,QN70,5
MN03,QN71,1
MN03,QN72,8
MN06,MN06,29
MN06,MN09,237
MN06,MN11,301
MN06,MN12,152
MN06,MN13,64
MN06,MN14,58
MN06,MN15,30
MN06,MN17,84
MN06,MN19,12
MN06,MN20,21
MN06,MN21,5
MN06,MN22,1
MN06,MN23,18
MN06,MN24,16
MN06,MN25,20
MN06,MN27,1
MN06,MN28,3
MN06,MN31,16
MN06,MN32,42
MN06,MN33,90
MN06,MN34,242
MN06,MN40,56
MN06,MN50,1
MN06,QN31,1
MN06,QN72,1
MN09,MN09,6118
MN09,MN11,5460
MN09,MN12,13817
MN09,MN13,2755
MN09,MN14,3857
MN09,MN15,1235
MN09,MN17,2325
MN09,MN19,354
MN09,MN20,362
MN09,MN21,76
MN09,MN22,71
MN09,MN23,640
MN09,MN24,545
MN09,MN25,404
MN09,MN27,38
MN09,MN28,13
MN09,MN31,559
MN09,MN32,1154
MN09,MN33,1773
MN09,MN34,3011
MN09,MN40,1605
MN09,MN50,40
MN09,QN31,18
MN09,QN68,25
MN09,QN70,5
MN09,QN71,3
MN09,QN72,8
MN11,MN11,7422
MN11,MN12,7794
MN11,MN13,1006
MN11,MN14,3512
MN11,MN15,648
MN11,MN17,4332
MN11,MN19,574
MN11,MN20,309
MN11,MN21,31
MN11,MN22,52
MN11,MN23,189
MN11,MN24,116
MN11,MN25,96
MN11,MN27,30
MN11,MN28,13
MN11,MN31,764
MN11,MN32,1185
MN11,MN33,5419
MN11,MN34,8061
MN11,MN40,3824
MN11,MN50,21
MN11,QN31,13
MN11,QN68,44
MN11,QN70,5
MN11,QN71,1
MN11,QN72,8
MN12,MN12,31328
MN12,MN13,11665
MN12,MN14,31891
MN12,MN15,7415
MN12,MN17,23190
MN12,MN19,3939
MN12,MN20,2249
MN12,MN21,305
MN12,MN22,454
MN12,MN23,2917
MN12,MN24,2854
MN12,MN25,2604
MN12,MN27,259
MN12,MN28,131
MN12,MN31,4397
MN12,MN32,3851
MN12,MN33,4977
MN12,MN34,2148
MN12,MN40,13843
MN12,MN50,172
MN12,QN31,195
MN12,QN68,112
MN12,QN70,106
MN12,QN71,16
MN12,QN72,23
MN13,MN13,113966
MN13,MN14,14908
MN13,MN15,37266
MN13,MN17,83893
MN13,MN19,10809
MN13,MN20,43486
MN13,MN21,14116
MN13,MN22,24985
MN13,MN23,87229
MN13,MN24,44235
MN13,MN25,28993
MN13,MN27,10726
MN13,MN28,8727
MN13,MN31,2898
MN13,MN32,1377
MN13,MN33,709
MN13,MN34,315
MN13,MN40,3569
MN13,MN50,12687
MN13,QN31,244
MN13,QN68,259
MN13,QN70,245
MN13,QN71,51
MN13,QN72,82
MN14,MN14,20260
MN14,MN15,15610
MN14,MN17,32083
MN14,MN19,5431
MN14,MN20,3307
MN14,MN21,405
MN14,MN22,858
MN14,MN23,3782
MN14,MN24,3302
MN14,MN25,3159
MN14,MN27,443
MN14,MN28,224
MN14,MN31,5291
MN14,MN32,2911
MN14,MN33,1836
MN14,MN34,793
MN14,MN40,13970
MN14,MN50,360
MN14,QN31,155
MN14,QN68,259
MN14,QN70,171
MN14,QN71,46
MN14,QN72,45
MN15,MN15,16230
MN15,MN17,42025
MN15,MN19,9323
MN15,MN20,7770
MN15,MN21,875
MN15,MN22,1840
MN15,MN23,8507
MN15,MN24,5926
MN15,MN25,5487
MN15,MN27,1038
MN15,MN28,537
MN15,MN31,2224
MN15,MN32,976
MN15,MN33,349
MN15,MN34,235
MN15,MN40,3055
MN15,MN50,669
MN15,QN31,142
MN15,QN68,206
MN15,QN70,226
MN15,QN71,46
MN15,QN72,19
MN17,MN17,65218
MN17,MN19,35613
MN17,MN20,55623
MN17,MN21,6849
MN17,MN22,10367
MN17,MN23,25150
MN17,MN24,12498
MN17,MN25,5611
MN17,MN27,4589
MN17,MN28,4477
MN17,MN31,10364
MN17,MN32,4630
MN17,MN33,2816
MN17,MN34,1036
MN17,MN40,21600
MN17,MN50,6437
MN17,QN31,597
MN17,QN68,915
MN17,QN70,845
MN17,QN71,146
MN17,QN72,98
MN19,MN19,11913
MN19,MN20,18175
MN19,MN21,2324
MN19,MN22,4336
MN19,MN23,3393
MN19,MN24,2260
MN19,MN25,2837
MN19,MN27,2088
MN19,MN28,2944
MN19,MN31,13021
MN19,MN32,5672
MN19,MN33,1012
MN19,MN34,369
MN19,MN40,6394
MN19,MN50,3427
MN19,QN31,770
MN19,QN68,1047
MN19,QN70,909
MN19,QN71,147
MN19,QN72,199
MN20,MN20,24140
MN20,MN21,9294
MN20,MN22,14236
MN20,MN23,16934
MN20,MN24,9113
MN20,MN25,5390
MN20,MN27,6419
MN20,MN28,6165
MN20,MN31,6434
MN20,MN32,2703
MN20,MN33,584
MN20,MN34,265
MN20,MN40,3197
MN20,MN50,10995
MN20,QN31,299
MN20,QN68,461
MN20,QN70,506
MN20,QN71,80
MN20,QN72,73
MN21,MN21,2034
MN21,MN22,7363
MN21,MN23,8524
MN21,MN24,4170
MN21,MN25,1542
MN21,MN27,2960
MN21,MN28,3203
MN21,MN31,660
MN21,MN32,322
MN21,MN33,42
MN21,MN34,49
MN21,MN40,393
MN21,MN50,5317
MN21,QN31,65
MN21,QN68,72
MN21,QN70,77
MN21,QN71,5
MN21,QN72,6
MN22,MN22,20647
MN22,MN23,45657
MN22,MN24,21375
MN22,MN25,8079
MN22,MN27,17557
MN22,MN28,19376
MN22,MN31,1213
MN22,MN32,573
MN22,MN33,125
MN22,MN34,68
MN22,MN40,626
MN22,MN50,7319
MN22,QN31,116
MN22,QN68,118
MN22,QN70,67
MN22,QN71,20
MN22,QN72,5
MN23,MN23,59715
MN23,MN24,59259
MN23,MN25,25375
MN23,MN27,17335
MN23,MN28,15563
MN23,MN31,1123
MN23,MN32,517
MN23,MN33,163
MN23,MN34,73
MN23,MN40,1050
MN23,MN50,7369
MN23,QN31,127
MN23,QN68,166
MN23,QN70,105
MN23,QN71,23
MN23,QN72,16
MN24,MN24,51976
MN24,MN25,53832
MN24,MN27,30678
MN24,MN28,17141
MN24,MN31,843
MN24,MN32,314
MN24,MN33,108
MN24,MN34,40
MN24,MN40,854
MN24,MN50,3146
MN24,QN31,75
MN24,QN68,70
MN24,QN70,56
MN24,QN71,5
MN24,QN72,6
MN25,MN25,47428
MN25,MN27,21227
MN25,MN28,14527
MN25,MN31,514
MN25,MN32,242
MN25,MN33,46
MN25,MN34,28
MN25,MN40,413
MN25,MN50,2543
MN25,QN31,173
MN25,QN68,48
MN25,QN70,43
MN25,QN71,8
MN25,QN72,4
MN27,MN27,15462
MN27,MN28,24676
MN27,MN31,714
MN27,MN32,263
MN27,MN33,107
MN27,MN34,27
MN27,MN40,277
MN27,MN50,2983
MN27,QN31,94
MN27,QN68,74
MN27,QN70,41
MN27,QN71,3
MN28,MN28,13996
MN28,MN31,569
MN28,MN32,178
MN28,MN33,39
MN28,MN34,15
MN28,MN40,172
MN28,MN50,3969
MN28,QN31,90
MN28,QN68,78
MN28,QN70,22
MN28,QN71,6
MN28,QN72,8
MN31,MN31,8386
MN31,MN32,14338
MN31,MN33,2538
MN31,MN34,1713
MN31,MN40,10437
MN31,MN50,734
MN31,QN31,882
MN31,QN68,1120
MN31,QN70,609
MN31,QN71,219
MN31,QN72,145
MN32,MN32,8993
MN32,MN33,9685
MN32,MN34,5435
MN32,MN40,8666
MN32,MN50,315
MN32,QN31,258
MN32,QN68,234
MN32,QN70,191
MN32,QN71,26
MN32,QN72,76
MN33,MN33,6001
MN33,MN34,6753
MN33,MN40,3940
MN33,MN50,111
MN33,QN31,42
MN33,QN68,56
MN33,QN70,36
MN33,QN71,20
MN33,QN72,49
MN34,MN34,6786
MN34,MN40,1436
MN34,MN50,44
MN34,QN31,11
MN34,QN68,36
MN34,QN70,20
MN34,QN71,8
MN34,QN72,22
MN40,MN40,12675
MN40,MN50,358
MN40,QN31,185
MN40,QN68,327
MN40,QN70,177
MN40,QN71,44
MN40,QN72,26
MN50,MN50,4251
MN50,QN31,58
MN50,QN68,76
MN50,QN70,64
MN50,QN71,16
MN50,QN72,5
QN31,QN31,11593
QN31,QN68,4816
QN31,QN70,3430
QN31,QN71,1084
QN31,QN72,753
QN68,QN68,3543
QN68,QN70,7084
QN68,QN71,1614
QN68,QN72,1131
QN70,QN70,10781
QN70,QN71,5513
QN70,QN72,4392
QN71,QN71,2030
QN71,QN72,2184
QN72,QN72,5419
